year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assists,blocks,box_plus_minus,conference,defensive_rebounds,field_goal_attempts,field_goals,free_throw_attempt,free_throws,minutes_played,offensive_rebounds,personal_fouls,points,steals,three_point_attempts,three_pointers,total_rebounds,turnovers,two_point_attempts,two_pointers,player_id,classification
2008,Luc Mbah a Moute,California-Los Angeles,37,F,11.71,3.1,3.17,32.0,38.5,11.0,7.0,8.95,9.59,77.75,79.5,103.5,221.0,86.5,51,15,,pac-10,125.0,245,117,74,51,958.0,73.0,55.0,290,34,25,5,198,62.0,220,112,luc-richard-mbah-a-moute-1,Role Player
2004,Luis Flores,Manhattan,55,G,10.97,3.04,3.1,29.0,32.0,15.0,6.0,8.46,9.1,72.5,73.75,98.5,202.0,79.5,50,4,,maac,86.0,529,234,241,208,1121.0,36.0,76.0,744,60,182,68,122,73.0,347,166,luis-flores-1,Exclude
2010,Luke Babbitt,Nevada-Reno,16,F,10.98,3.1,3.4,29.5,37.5,15.0,5.6,8.5,10.0,79.5,80.75,104.5,217.8,83.25,72,27,,wac,233.0,502,251,217,199,1260.0,70.0,87.0,743,35,101,42,303,81.0,401,209,luke-babbitt-1,Role Player
2010,Luke Harangody,Notre Dame,52,F,11.83,3.1,3.41,24.0,28.5,23.0,11.1,8.75,9.75,78.0,79.75,106.0,240.2,81.5,47,20,,big-east,206.0,507,244,178,140,989.0,67.0,70.0,653,14,81,25,273,54.0,426,219,luke-harangody-1,Exclude
2004,Luke Jackson,Oregon,10,F,11.1,3.1,3.24,26.5,36.0,13.0,8.0,8.95,9.59,78.0,79.0,103.0,212.0,80.5,139,5,,pac-10,166.0,430,210,189,163,1072.0,57.0,53.0,656,39,166,73,223,93.0,264,137,luke-jackson-1,Exclude
2017,Luke Kennard,Duke,12,G,11.11,3.04,3.22,30.1,36.1,8.78,6.6,8.0,8.75,76.5,77.5,98.5,196.2,77.25,91,13,9.5,acc,145.0,485,237,187,160,1314.0,43.0,83.0,722,31,201,88,188,59.0,284,149,luke-kennard-1,Exclude
2003,Luke Ridnour,Oregon,14,G,11.0,3.04,3.28,26.0,32.5,0.0,5.3,8.46,9.1,73.0,76.12,95.5,167.0,75.0,218,2,,pac-10,92.0,470,203,184,162,1169.0,20.0,77.0,649,63,212,81,112,129.0,258,122,luke-ridnour-1,Role Player
2003,Luke Walton,Arizona,32,F,11.46,3.1,3.3,28.0,34.23,12.0,9.3,8.95,9.59,79.75,80.81,104.0,235.0,80.5,142,7,,pac-10,117.0,255,107,87,59,772.0,40.0,56.0,301,26,73,28,157,78.0,182,79,luke-walton-1,Starter
2004,Luol Deng,Duke,7,F,11.46,3.1,3.34,27.5,31.5,5.0,6.7,8.95,9.59,79.0,80.0,108.5,220.0,84.5,68,39,,acc,173.0,441,210,138,98,1149.0,82.0,82.0,558,49,111,40,255,83.0,330,170,luol-deng-1,Starter
2005,Luther Head,Illinois,24,G,11.12,3.04,3.21,31.5,38.5,14.0,6.39,8.46,9.1,74.0,75.0,98.5,178.8,77.25,150,9,,big-ten,131.0,462,214,99,78,1297.0,24.0,54.0,622,67,283,116,155,69.0,179,98,luther-head-1,Starter
2016,Malachi Richardson,Syracuse,22,G,10.56,3.25,3.33,33.0,38.0,8.78,7.0,8.75,10.0,76.75,78.25,101.5,199.6,84.0,77,10,3.0,acc,139.0,412,152,157,113,1272.0,19.0,91.0,496,42,224,79,158,79.0,188,73,malachi-richardson-1,Exclude
2016,Malcolm Brogdon,Virginia,36,G,10.77,2.64,3.31,30.5,35.5,8.78,5.4,9.0,10.25,75.75,77.5,98.0,223.0,82.5,115,9,11.1,acc,131.0,503,230,156,140,1263.0,19.0,76.0,675,35,192,75,150,52.0,311,155,malcolm-brogdon-1,Starter
2011,Malcolm Lee,California-Los Angeles,43,G,11.2,3.04,3.09,30.0,35.5,17.0,5.9,8.5,9.5,76.0,77.5,101.5,198.2,81.75,67,7,4.1,pac-10,78.0,323,141,144,112,1093.0,23.0,80.0,433,22,132,39,101,56.0,191,102,malcolm-lee-1,Exclude
2016,Malik Beasley,Florida State,19,G,11.11,0.0,3.22,30.1,36.1,8.78,6.9,8.5,9.0,75.5,76.5,100.5,189.8,79.0,51,6,5.7,acc,136.0,393,185,128,104,1014.0,44.0,75.0,529,32,142,55,180,59.0,251,130,malik-beasley-1,Role Player
2008,Malik Hairston,Oregon,48,G,11.33,3.04,3.08,30.5,38.0,13.0,6.9,8.46,9.1,76.25,77.25,103.5,204.0,81.0,66,26,,pac-10,105.0,335,176,138,101,976.0,45.0,90.0,505,19,120,52,150,55.0,215,124,malik-hairston-1,Exclude
2017,Malik Monk,Kentucky,11,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,87,19,8.0,sec,83.0,558,251,180,148,1218.0,12.0,72.0,754,36,262,104,95,75.0,296,147,malik-monk-1,Exclude
2011,MarShon Brooks,Providence,25,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,80,39,9.5,big-east,153.0,571,276,219,169,1168.0,72.0,80.0,788,48,197,67,225,98.0,374,209,marshon-brooks-1,Exclude
2003,Marcus Banks,Nevada-Las Vegas,13,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,175,4,,mwc,89.0,434,223,214,162,1154.0,18.0,87.0,649,91,122,41,107,126.0,312,182,marcus-banks-1,Role Player
2000,Marcus Fizer,Iowa State,4,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,41,39,,big-12,,562,327,239,175,1243.0,,103.0,844,29,42,15,285,77.0,520,312,marcus-fizer-1,Role Player
2002,Marcus Haislip,Tennessee,13,F,11.35,3.1,3.21,33.5,36.5,8.0,7.79,8.95,9.59,80.5,80.81,107.0,221.0,84.0,24,44,,sec,111.0,311,161,111,80,839.0,56.0,86.0,417,11,46,15,167,51.0,265,146,marcus-haislip-1,Exclude
2016,Marcus Paige,North Carolina,55,G,10.82,2.69,3.15,33.5,39.5,8.78,4.3,7.75,8.75,72.5,73.75,97.0,163.8,78.25,128,15,,acc,71.0,354,141,93,72,1075.0,15.0,51.0,428,39,208,74,86,42.0,146,67,marcus-paige-1,Exclude
2014,Marcus Smart,Oklahoma State,6,G,10.82,2.96,3.26,33.0,36.0,8.78,10.55,9.0,8.75,74.0,75.25,99.0,227.2,81.25,148,18,13.5,big-12,139.0,386,163,250,182,1014.0,44.0,91.0,557,89,164,49,183,82.0,222,114,marcus-smart-1,Role Player
2015,Marcus Thornton,William & Mary,45,G,10.78,2.88,3.02,34.5,43.0,3.0,5.3,8.25,8.5,73.75,74.75,97.5,177.4,79.75,75,13,,sec,121.0,542,256,200,149,1116.0,71.0,72.0,739,56,201,78,192,64.0,341,178,marcus-thornton-1,Starter
2009,Marcus Thornton,Louisiana State,43,G,10.78,2.88,3.02,34.5,43.0,3.0,5.3,8.25,8.5,73.75,74.75,97.5,177.4,79.75,75,13,,sec,121.0,542,256,200,149,1116.0,71.0,72.0,739,56,201,78,192,64.0,341,178,marcus-thornton-1,Starter
2006,Marcus Williams,Connecticut,22,G,11.3,3.04,3.4,24.5,28.0,4.0,12.4,8.46,9.1,74.0,75.25,97.5,215.0,79.0,198,5,,big-east,71.0,204,83,109,94,767.0,18.0,38.0,284,21,60,24,89,85.0,144,59,marcus-williams-1,Role Player
2007,Marcus Williams,Arizona,33,G,11.3,3.04,3.4,24.5,28.0,4.0,12.4,8.46,9.1,74.0,75.25,97.5,215.0,79.0,198,5,,big-east,71.0,204,83,109,94,767.0,18.0,38.0,284,21,60,24,89,85.0,144,59,marcus-williams-1,Role Player
2006,Mardy Collins,Temple,29,G,12.0,3.04,3.27,31.5,37.5,9.0,10.0,8.46,9.1,76.25,77.5,103.0,224.0,82.0,127,6,,atlantic-10,104.0,468,202,151,90,1212.0,46.0,71.0,536,89,137,42,150,65.0,331,160,mardy-collins-1,Bust
2008,Mario Chalmers,Kansas,34,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,169,23,,big-12,106.0,318,164,130,97,1170.0,14.0,99.0,498,97,156,73,120,75.0,162,91,mario-chalmers-1,Starter
2000,Mark Madsen,Stanford,29,F,12.12,3.1,3.46,30.5,33.5,13.0,7.79,8.95,9.59,80.0,80.81,104.5,236.5,84.5,25,21,,pac-10,,184,108,113,65,628.0,,52.0,281,13,0,0,214,34.0,184,108,mark-madsen-1,Bust
2014,Markel Brown,Oklahoma State,44,G,12.62,2.9,3.18,36.5,43.5,8.78,4.2,8.25,9.75,74.5,75.5,100.0,184.4,80.75,99,35,8.8,big-12,143.0,402,190,194,149,1201.0,36.0,86.0,584,34,145,55,179,55.0,257,135,markel-brown-1,Exclude
2017,Markelle Fultz,Washington,1,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,148,30,9.1,pac-12,110.0,439,209,168,109,892.0,33.0,63.0,579,40,126,52,143,80.0,313,157,markelle-fultz-1,Exclude
2011,Markieff Morris,Kansas,13,F,11.46,3.1,3.4,27.0,31.5,11.0,10.2,8.5,8.25,79.75,81.25,106.5,240.8,82.75,53,43,12.3,big-12,213.0,331,195,153,103,926.0,103.0,108.0,518,30,59,25,316,78.0,272,170,markieff-morris-1,Role Player
2016,Marquese Chriss,Washington,8,F,11.93,3.05,3.26,32.5,38.5,11.36,8.5,9.0,9.0,80.75,82.0,105.0,233.0,84.25,26,55,5.9,pac-12,98.0,338,179,129,88,848.0,85.0,138.0,467,32,60,21,183,69.0,278,158,marquese-chriss-1,Exclude
2012,Marquis Teague,Kentucky,29,G,10.65,3.04,3.19,32.5,40.5,8.0,6.3,8.25,7.75,73.0,74.0,96.5,179.8,79.25,191,11,3.0,sec,84.0,352,145,119,85,1303.0,17.0,91.0,401,37,80,26,101,109.0,272,119,marquis-teague-1,Exclude
2008,Marreese Speights,Florida,16,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,34,49,,sec,197.0,346,216,130,90,874.0,93.0,82.0,522,15,0,0,290,62.0,346,216,marreese-speights-1,Role Player
2018,Marvin Bagley III,Duke,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,50,29,10.7,acc,234.0,440,270,209,131,1118.0,132.0,60.0,694,27,58,23,366,75.0,382,247,marvin-bagleyiii-1,Exclude
2005,Marvin Williams,North Carolina,2,F,11.11,3.1,3.17,29.5,35.0,12.0,7.79,8.95,9.59,79.0,80.25,108.0,228.2,87.5,26,17,,acc,171.0,247,125,163,138,800.0,65.0,92.0,407,39,44,19,236,56.0,203,106,marvin-williams-1,Role Player
2013,Mason Plumlee,Duke,22,C,10.89,2.76,3.29,30.5,36.0,14.0,6.15,9.75,9.5,83.25,84.5,108.0,238.2,83.0,70,52,10.7,acc,260.0,369,221,254,173,1248.0,98.0,92.0,615,36,0,0,358,103.0,369,221,mason-plumlee-1,Starter
2000,Mateen Cleaves,Michigan State,14,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,179,4,,big-ten,,259,109,86,65,820.0,,57.0,315,36,85,32,46,95.0,174,77,mateen-cleaves-1,Exclude
2002,Matt Barnes,California-Los Angeles,45,F,10.68,3.1,3.28,35.5,40.5,11.0,7.79,8.95,9.59,78.75,80.81,96.5,226.0,81.0,108,10,,pac-10,146.0,323,152,118,73,953.0,46.0,75.0,420,35,103,43,192,87.0,220,109,matt-barnes-1,Role Player
2003,Matt Bonner,Florida,45,F,11.52,3.1,3.32,27.0,32.0,20.0,13.6,8.95,9.59,80.5,80.81,105.5,242.0,80.75,49,20,,sec,131.0,357,182,101,74,1037.0,70.0,70.0,501,35,133,63,201,54.0,224,119,matt-bonner-1,Starter
2004,Matt Freije,Vanderbilt,53,F,11.15,3.1,3.25,29.5,31.0,13.0,10.8,8.95,9.59,80.25,81.5,108.5,234.0,85.0,30,21,,sec,112.0,446,185,222,175,985.0,66.0,53.0,607,23,174,62,178,34.0,272,123,matt-freije-1,Exclude
2006,Maurice Ager,Michigan State,28,G,11.73,3.04,3.22,29.5,35.0,11.0,8.0,8.46,9.1,75.25,76.5,101.5,203.0,79.75,84,11,,big-ten,115.0,495,226,159,121,1170.0,24.0,81.0,656,23,221,83,139,87.0,274,143,maurice-ager-1,Exclude
2012,Maurice Harkless,St. John's (NY),15,F,10.87,3.1,3.25,32.5,37.0,5.0,5.3,9.25,10.25,79.25,80.75,102.5,206.6,84.0,47,45,3.4,big-east,188.0,427,193,139,94,1155.0,88.0,74.0,497,51,79,17,276,80.0,348,176,maurice-harkless-1,Role Player
2002,Melvin Ely,Fresno State,12,F,11.96,3.1,3.35,26.0,29.0,7.0,7.79,8.95,9.59,81.0,80.81,111.0,240.0,88.0,50,88,,wac,164.0,437,246,219,161,999.0,90.0,67.0,653,19,1,0,254,73.0,436,246,melvin-ely-1,Bust
2012,Meyers Leonard,Illinois,11,C,11.34,3.1,3.41,30.0,32.5,19.0,5.7,9.25,11.0,83.75,85.25,108.0,249.8,87.0,43,60,8.2,big-ten,189.0,291,170,127,93,1018.0,73.0,94.0,434,15,11,1,262,68.0,280,169,meyers-leonard-1,Role Player
2008,Michael Beasley,Kansas State,2,F,11.06,3.1,3.24,30.0,35.0,19.0,7.7,8.95,9.59,79.0,80.25,107.0,239.0,84.25,38,54,,big-12,277.0,577,307,279,216,1041.0,131.0,85.0,866,42,95,36,408,95.0,482,271,michael-beasley-1,Role Player
2001,Michael Bradley,Villanova,17,F,11.11,3.1,3.35,27.0,30.0,13.0,9.3,8.95,9.59,81.5,80.81,107.0,227.0,85.5,81,56,,big-east,196.0,367,254,212,125,1053.0,107.0,89.0,645,28,34,12,303,88.0,333,242,michael-bradley-1,Exclude
2013,Michael Carter-Williams,Syracuse,11,G,10.68,3.7,3.22,31.5,41.0,8.0,4.4,7.5,8.5,76.75,77.75,101.0,184.4,79.25,291,20,10.0,big-east,148.0,394,155,186,129,1409.0,51.0,92.0,474,109,119,35,199,138.0,275,120,michael-carter-williams-1,Role Player
2016,Michael Gbinije,Syracuse,49,G,11.0,3.19,3.12,33.5,37.5,8.78,5.4,8.0,9.0,77.5,78.75,101.0,204.6,79.5,159,13,8.6,acc,111.0,488,225,160,106,1403.0,40.0,98.0,647,70,233,91,151,105.0,255,134,michael-gbinije-1,Exclude
2012,Michael Kidd-Gilchrist,Kentucky,2,F,11.77,3.1,3.18,32.0,35.5,6.0,7.0,9.0,10.25,77.75,79.5,104.5,232.8,84.0,75,37,9.1,sec,194.0,326,160,192,143,1245.0,103.0,97.0,476,39,51,13,297,87.0,275,147,michael-kidd-gilchrist-1,Role Player
2000,Michael Redd,Ohio State,43,G,12.06,3.04,3.34,27.0,31.0,12.0,6.39,8.46,9.1,76.75,76.12,102.0,214.0,81.0,62,6,,big-ten,,452,197,116,90,1004.0,,56.0,518,37,108,34,196,62.0,344,163,michael-redd-1,Starter
2018,Mikal Bridges,Villanova,10,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,77,43,13.2,big-east,158.0,475,244,134,114,1285.0,54.0,86.0,706,61,239,104,212,54.0,236,140,mikal-bridges-1,Exclude
2007,Mike Conley,Ohio State,4,G,11.63,3.04,3.09,35.5,40.5,13.0,4.2,8.46,9.1,71.0,72.75,94.5,175.0,77.75,238,10,,big-ten,107.0,309,160,144,100,1231.0,27.0,60.0,441,87,69,21,134,86.0,240,139,mike-conley-1,Starter
2002,Mike Dunleavy,Duke,3,F,11.55,3.1,3.3,24.5,29.0,11.0,7.79,8.95,9.59,80.0,80.81,106.0,230.0,81.0,72,26,,acc,206.0,451,218,119,81,1133.0,45.0,79.0,605,80,233,88,251,61.0,218,130,mike-dunleavy-2,Starter
2000,Mike Miller,Florida,5,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,91,15,,sec,,368,175,170,124,1058.0,,70.0,521,46,139,47,243,71.0,229,128,mike-miller-1,Starter
2013,Mike Muscala,Bucknell,44,C,11.76,2.99,3.44,28.0,33.5,5.0,6.8,8.5,9.0,82.25,83.5,108.0,230.2,85.0,78,80,11.7,patriot,280.0,446,227,227,179,1079.0,98.0,74.0,637,17,16,4,378,58.0,430,223,mike-muscala-1,Starter
2012,Mike Scott,Virginia,43,F,11.59,3.1,3.44,27.0,32.5,14.0,10.6,8.5,9.0,79.25,80.75,104.0,240.8,82.75,37,15,8.0,acc,195.0,382,215,172,139,999.0,70.0,56.0,575,21,20,6,265,67.0,362,209,mike-scott-4,Role Player
2000,Mike Smith,Louisiana-Monroe,35,F,11.32,3.1,3.22,33.0,21.0,12.0,7.79,8.95,9.59,78.5,80.81,103.0,198.0,80.5,96,25,,southland,,441,187,141,113,1011.0,,56.0,562,42,222,75,264,121.0,219,112,mike-smith-1,Exclude
2008,Mike Taylor,Idaho Stampede (D-League),55,G,10.98,3.04,3.08,31.0,39.0,2.0,3.8,8.46,9.1,72.75,74.0,98.0,166.2,79.25,140,3,,,104.0,439,165,129,88,1086.0,22.0,89.0,495,35,214,77,126,168.0,225,88,mike-taylor-1,Exclude
2018,Miles Bridges,Michigan State,12,F,11.46,3.1,3.3,29.41,34.23,11.36,5.9,9.0,9.75,77.25,78.75,103.5,220.4,81.5,92,26,9.2,big-ten,194.0,457,209,109,93,1067.0,43.0,53.0,582,21,195,71,237,67.0,262,138,miles-bridges-1,Exclude
2012,Miles Plumlee,Duke,26,F,10.64,3.1,3.36,34.0,40.5,15.0,11.4,9.25,9.0,82.5,83.75,105.5,252.4,84.75,18,32,7.5,acc,143.0,146,89,76,48,697.0,99.0,78.0,226,18,0,0,242,42.0,146,89,miles-plumlee-1,Role Player
2014,Mitch McGary,Michigan,21,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,12,6,11.9,big-ten,43.0,55,30,24,16,198.0,23.0,25.0,76,15,2,0,66,13.0,53,30,mitch-mcgary-1,Exclude
2018,Mo Bamba,Texas,6,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,15,111,11.2,big-12,220.0,270,146,119,81,906.0,96.0,76.0,387,23,51,14,316,46.0,219,132,mohamed-bamba-1,Exclude
2003,Mo Williams,Alabama,47,G,11.11,3.04,3.22,30.1,36.1,3.0,6.7,8.46,9.1,72.75,76.12,98.5,189.0,77.5,112,5,,sec,84.0,371,160,117,98,1038.0,29.0,61.0,475,36,180,57,113,86.0,191,103,mo-williams-1,Starter
2017,Monte Morris,Iowa State,51,G,11.0,3.2,3.19,28.0,33.5,8.0,6.9,8.25,8.75,73.25,74.5,96.5,175.2,76.0,217,10,10.7,big-12,129.0,465,216,111,89,1237.0,40.0,51.0,575,53,143,54,169,42.0,322,162,monte-morris-1,Exclude
2015,Montrezl Harrell,Louisville,32,F,11.46,3.1,3.3,29.41,34.23,11.36,11.9,9.0,9.75,79.0,79.5,109.0,253.4,88.25,49,42,9.2,acc,210.0,376,213,191,114,1229.0,111.0,74.0,549,33,37,9,321,69.0,339,204,montrezl-harrell-1,Starter
2018,Moritz Wagner,Michigan,25,C,11.48,3.07,3.18,27.0,34.0,8.0,6.75,9.0,10.75,82.5,83.5,108.0,241.4,84.0,33,20,8.1,big-ten,221.0,409,216,108,75,1078.0,57.0,120.0,570,38,160,63,278,56.0,249,153,moritz-wagner-1,Exclude
2007,Morris Almond,Rice,25,G,11.45,3.04,3.19,31.0,35.5,13.0,6.9,8.46,9.1,76.75,78.0,102.5,214.0,82.0,37,24,,cusa,167.0,544,263,285,241,1069.0,43.0,68.0,844,38,169,77,210,109.0,375,186,morris-almond-1,Exclude
2000,Morris Peterson,Michigan State,21,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,49,11,,big-ten,,469,218,176,136,1136.0,,79.0,657,46,200,85,235,84.0,269,133,morris-peterson-1,Starter
2015,Myles Turner,Texas,11,C,11.96,3.1,3.42,27.58,31.48,10.79,9.3,9.25,9.25,81.75,83.5,112.0,238.6,88.0,20,89,8.7,big-12,178.0,257,117,112,94,755.0,44.0,82.0,345,10,62,17,222,47.0,195,100,myles-turner-1,Starter
2005,Nate Robinson,Washington,21,G,10.75,3.04,2.96,35.5,43.5,13.0,6.7,8.46,9.1,67.75,69.0,91.5,181.0,73.0,149,6,,pac-10,82.0,406,188,174,136,1101.0,53.0,99.0,574,61,161,62,135,71.0,245,126,nate-robinson-1,Starter
2013,Nate Wolters,South Dakota State,38,G,11.11,3.04,3.22,30.1,36.1,8.0,5.5,8.25,8.75,75.5,76.75,98.0,196.4,75.75,193,4,9.0,summit,148.0,499,242,230,187,1256.0,36.0,51.0,735,57,169,64,184,77.0,330,178,nate-wolters-1,Exclude
2013,Nerlens Noel,Kentucky,6,C,11.96,3.1,3.42,27.58,31.48,10.79,4.15,9.5,10.0,82.0,83.75,110.0,206.4,87.75,38,106,14.6,sec,162.0,166,98,104,55,765.0,65.0,62.0,251,50,0,0,227,45.0,166,98,nerlens-noel-1,Exclude
2009,Nick Calathes,Florida,45,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,231,6,,sec,161.0,425,205,191,135,1200.0,31.0,69.0,618,68,187,73,192,119.0,238,132,nick-calathes-1,Exclude
2003,Nick Collison,Kansas,12,F,11.62,3.1,3.28,28.0,33.0,8.0,17.0,8.95,9.59,80.75,80.81,108.0,255.0,85.5,84,74,,big-12,255.0,507,281,200,127,1232.0,125.0,95.0,702,44,38,13,380,92.0,469,268,nick-collison-1,Role Player
2007,Nick Fazekas,Nevada-Reno,34,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,56,48,,wac,259.0,437,248,151,128,969.0,95.0,74.0,652,24,65,28,354,64.0,372,220,nick-fazekas-1,Exclude
2014,Nick Johnson,Arizona,42,G,10.8,2.95,3.27,33.5,41.5,8.78,6.05,8.75,9.75,73.5,75.0,96.5,198.0,79.25,107,25,10.3,pac-12,123.0,474,205,187,146,1257.0,31.0,76.0,618,43,169,62,154,64.0,305,143,nick-johnson-1,Exclude
2007,Nick Young,Southern California,16,G,11.0,3.04,3.25,39.5,40.5,6.0,6.8,8.46,9.1,77.0,78.75,100.5,206.0,84.0,50,10,,pac-10,127.0,455,239,159,125,1227.0,44.0,92.0,647,27,100,44,171,90.0,355,195,nick-young-1,Role Player
2014,Nik Stauskas,Michigan,8,G,10.79,2.92,3.27,29.0,35.5,8.78,12.05,8.5,8.5,77.25,78.5,102.0,206.9,79.75,118,11,9.2,big-ten,90.0,394,185,204,168,1281.0,15.0,47.0,630,20,208,92,105,67.0,186,93,nik-stauskas-1,Bust
2014,Noah Vonleh,Indiana,9,F,11.45,3.29,3.28,31.0,37.0,11.36,7.3,9.75,11.75,80.0,81.5,108.0,247.1,88.25,18,41,6.1,big-ten,198.0,216,113,134,96,794.0,71.0,81.0,338,26,33,16,269,64.0,183,97,noah-vonleh-1,Bust
2011,Nolan Smith,Duke,21,G,11.05,3.04,3.17,28.5,34.0,9.0,5.6,8.5,9.25,73.5,75.5,99.0,187.6,77.5,189,3,9.6,acc,122.0,568,260,230,187,1259.0,44.0,72.0,764,45,163,57,166,118.0,405,203,nolan-smith-1,Exclude
2015,Norman Powell,California-Los Angeles,46,G,10.69,3.2,3.2,32.5,40.5,5.0,6.4,9.25,9.0,75.0,76.25,102.5,215.4,82.75,75,16,5.8,pac-12,148.0,467,213,169,127,1244.0,21.0,91.0,591,66,119,38,169,80.0,348,175,norman-powell-1,Role Player
2011,Norris Cole,Cleveland State,28,G,10.07,3.04,3.22,29.5,38.5,11.0,4.7,8.5,9.5,72.25,73.75,95.5,174.4,74.25,191,3,10.7,horizon,183.0,572,251,266,227,1285.0,27.0,87.0,780,80,149,51,210,97.0,423,200,norris-cole-1,Bust
2008,O.J. Mayo,Southern California,3,G,11.04,3.04,3.14,30.5,41.0,7.0,6.3,8.46,9.1,75.25,76.25,99.5,200.0,78.0,109,13,,pac-10,115.0,536,237,152,122,1216.0,35.0,80.0,684,51,215,88,150,117.0,321,149,oj-mayo-1,Starter
2017,OG Anunoby,Indiana,23,F,11.46,3.1,3.3,29.41,34.23,11.36,6.8,9.25,9.5,78.25,79.75,107.5,232.4,86.25,23,21,10.1,big-ten,59.0,122,68,48,27,402.0,28.0,33.0,177,21,45,14,87,26.0,77,54,og-anunoby-1,Exclude
2001,Omar Cook,St. John's (NY),31,G,10.77,3.04,3.2,31.0,35.5,9.0,5.5,8.46,9.1,71.5,76.12,92.0,189.0,77.5,252,5,,big-east,70.0,392,141,128,95,1107.0,18.0,82.0,445,66,220,68,88,148.0,172,73,omar-cook-1,Exclude
2018,Omari Spellman,Villanova,30,F,12.28,3.35,3.38,28.5,35.5,8.0,13.75,9.0,9.0,80.0,81.25,107.5,253.8,86.0,30,59,8.5,big-east,231.0,336,160,70,49,1125.0,90.0,92.0,434,26,150,65,321,40.0,186,95,omari-spellman-1,Exclude
2005,Orien Greene,Louisiana-Lafayette,53,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,98,8,,sun-belt,80.0,237,92,82,62,775.0,33.0,71.0,280,68,106,34,113,83.0,131,58,orien-greene-1,Exclude
2012,Orlando Johnson,California-Santa Barbara,36,G,10.98,3.04,3.25,32.0,39.5,13.0,7.0,9.0,9.5,75.75,77.25,99.0,223.8,83.25,91,23,4.6,big-west,127.0,459,207,182,127,1067.0,52.0,57.0,611,34,164,70,179,76.0,295,137,orlando-johnson-1,Exclude
2006,P.J. Tucker,Texas,35,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,106,13,,big-12,248.0,437,225,190,142,1276.0,105.0,105.0,594,66,3,2,353,115.0,434,223,pj-tucker-1,Starter
2004,Pape Sow,Cal State-Fullerton,47,F,12.13,3.1,3.27,28.0,31.5,18.0,9.3,8.95,9.59,80.5,82.0,108.5,233.0,86.0,25,16,,big-west,185.0,324,160,231,156,901.0,87.0,101.0,484,44,24,8,272,85.0,300,152,pape-sow-1,Exclude
2016,Pascal Siakam,New Mexico State,27,F,11.25,3.09,3.41,30.5,36.5,11.36,5.2,9.25,10.0,80.25,81.5,107.5,226.6,87.25,58,75,8.0,wac,263.0,510,275,202,137,1176.0,132.0,92.0,690,34,15,3,395,67.0,495,272,pascal-siakam-1,Starter
2015,Pat Connaughton,Notre Dame,41,G,10.58,3.08,3.2,37.5,44.0,13.0,10.2,8.5,9.25,76.0,77.25,96.0,215.0,80.0,57,36,8.2,acc,241.0,356,166,64,50,1351.0,41.0,75.0,475,27,220,93,282,44.0,136,73,pat-connaughton-1,Starter
2009,Patrick Beverley,BC Dnipro (Ukraine),42,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,194,30,,,306.0,681,286,270,197,2386.0,81.0,162.0,907,105,361,138,387,139.0,320,148,patrick-beverley-1,Starter
