year,player,affiliation,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,assists,blocks,box_plus_minus,conference,defensive_rebounds,field_goal_attempts,field_goals,free_throw_attempt,free_throws,minutes_played,offensive_rebounds,personal_fouls,points,steals,three_point_attempts,three_pointers,total_rebounds,turnovers,two_point_attempts,two_pointers,player_id,classification
2011,Derrick Williams,Arizona,2,F,11.03,3.1,3.23,29.0,34.5,19.0,10.8,9.0,9.75,79.25,80.75,108.0,248.4,85.5,43,26,11.8,pac-10,209.0,380,226,331,247,1141.0,105.0,106.0,741,37,74,42,314,100.0,306,184,derrick-williams-2,Role Player
2003,Derrick Zimmerman,Mississippi State,40,G,11.09,3.04,3.1,34.0,40.5,13.0,5.3,8.46,9.1,73.0,76.12,96.25,190.0,81.0,171,26,,sec,105.0,208,99,97,63,1024.0,25.0,64.0,276,58,52,15,130,105.0,156,84,derrick-zimmerman-1,Exclude
2000,Desmond Mason,Oklahoma State,17,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,52,33,,big-12,,423,211,163,125,1202.0,,69.0,611,41,149,64,225,60.0,274,147,desmond-mason-1,Role Player
2015,Devin Booker,Kentucky,13,G,10.27,2.75,3.28,27.5,34.5,8.0,8.3,8.75,9.0,76.5,77.75,102.5,205.8,80.25,42,2,8.9,sec,59.0,287,135,64,53,816.0,17.0,58.0,381,17,141,58,76,37.0,146,77,devin-booker-2,Starter
2010,Devin Ebanks,West Virginia,43,F,11.69,3.1,3.44,23.5,32.0,6.0,7.9,8.25,9.0,79.0,80.25,107.5,207.8,84.25,83,23,,big-east,176.0,315,144,152,117,1161.0,99.0,54.0,408,36,30,3,275,75.0,285,141,devin-ebanks-1,Exclude
2004,Devin Harris,Wisconsin,5,G,11.03,3.04,3.19,30.5,37.0,5.0,5.3,8.46,9.1,73.75,75.0,98.5,170.0,79.5,141,4,,big-ten,119.0,412,189,216,171,1162.0,20.0,62.0,624,56,201,75,139,66.0,211,114,devin-harris-1,Starter
2018,Devonte' Graham,Kansas,34,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,282,2,8.4,big-12,133.0,498,199,202,167,1474.0,24.0,56.0,675,62,271,110,157,109.0,227,89,devonte-graham-1,Exclude
2014,Devyn Marble,Iowa,56,G,11.32,3.08,3.28,29.0,35.0,8.78,6.9,8.25,8.5,77.0,78.5,102.0,192.4,81.0,118,7,8.5,big-ten,80.0,436,183,199,142,995.0,26.0,64.0,560,60,149,52,106,57.0,287,131,roy-devyn-marble-1,Exclude
2010,Dexter Pittman,Texas,32,F,11.46,3.1,3.3,29.41,34.23,11.36,20.8,10.25,10.5,81.5,83.5,111.0,302.6,90.0,17,63,,big-12,98.0,214,140,135,75,648.0,101.0,90.0,355,12,0,0,199,60.0,214,140,dexter-pittman-1,Exclude
2016,Deyonta Davis,Michigan State,31,F,11.46,3.1,3.3,29.41,34.23,11.36,9.7,9.0,9.25,81.25,82.5,108.5,237.2,86.5,26,64,10.8,big-ten,119.0,199,119,38,23,650.0,72.0,80.0,261,9,0,0,191,30.0,199,119,deyonta-davis-1,Exclude
2016,Diamond Stone,Maryland,40,C,12.02,3.22,3.5,27.0,29.5,10.79,12.85,8.5,7.75,81.0,82.25,108.5,254.4,86.75,15,55,5.3,big-ten,111.0,294,167,134,102,807.0,77.0,80.0,436,18,0,0,188,53.0,294,167,diamond-stone-1,Exclude
2005,Dijon Thompson,California-Los Angeles,54,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,78.25,80.0,105.5,195.8,81.75,63,9,,pac-10,170.0,386,183,136,107,970.0,52.0,61.0,516,42,115,43,222,91.0,271,140,dijon-thompson-1,Exclude
2017,Dillon Brooks,Oregon,45,G,11.14,3.24,3.21,31.0,37.5,16.0,7.5,8.25,9.25,77.0,78.0,100.5,220.2,78.0,95,16,8.6,pac-12,78.0,422,206,126,95,886.0,35.0,97.0,564,38,142,57,113,72.0,280,149,dillon-brooks-1,Exclude
2012,Dion Waiters,Syracuse,4,G,11.11,3.04,3.22,30.1,36.1,8.78,8.5,8.5,9.5,74.5,76.0,98.0,221.0,79.25,92,12,9.8,big-east,67.0,357,170,118,86,891.0,18.0,69.0,467,67,113,41,85,48.0,244,129,dion-waiters-1,Role Player
2016,Domantas Sabonis,Gonzaga,11,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,64,31,9.0,wcc,316.0,391,239,195,150,1149.0,110.0,115.0,633,22,14,5,426,92.0,377,234,domantas-sabonis-1,Starter
2007,Dominic McGuire,Fresno State,47,F,10.95,3.1,3.25,28.5,34.5,12.0,4.7,8.95,9.59,79.0,80.25,104.0,220.0,82.5,104,114,,wac,244.0,325,153,181,106,1054.0,70.0,91.0,432,28,67,20,314,119.0,258,133,dominic-mcguire-1,Role Player
2010,Dominique Jones,South Florida,25,G,10.88,3.04,3.31,26.0,32.5,19.0,5.9,9.0,10.25,75.25,77.0,101.0,216.0,81.25,120,19,,big-east,164.0,493,222,282,209,1224.0,37.0,93.0,705,56,167,52,201,97.0,326,170,dominique-jones-1,Exclude
2000,Donnell Harvey,Florida,22,F,11.23,3.1,3.3,33.0,32.5,15.0,7.79,8.95,9.59,79.25,80.81,105.5,220.0,84.5,37,31,,sec,,284,144,141,86,746.0,,101.0,374,27,1,0,258,60.0,283,144,donnell-harvey-1,Exclude
2017,Donovan Mitchell,Louisville,13,G,11.53,3.07,3.01,36.5,40.5,10.0,5.9,8.5,9.5,73.25,75.0,97.0,211.4,82.0,93,17,11.6,acc,128.0,444,181,108,87,1098.0,37.0,88.0,529,70,226,80,165,56.0,218,101,donovan-mitchell-1,Exclude
2018,Donte DiVincenzo,Villanova,17,G,10.72,3.12,3.11,34.5,42.0,12.0,5.0,8.25,9.0,75.5,76.5,97.5,200.6,78.0,139,8,9.6,big-east,144.0,391,188,107,76,1170.0,46.0,83.0,537,42,212,85,190,79.0,179,103,donte-divincenzo-1,Exclude
2012,Doron Lamb,Kentucky,42,G,11.12,3.04,3.41,29.0,33.5,2.0,6.7,8.5,8.75,75.25,76.75,98.5,199.4,78.75,60,2,7.1,sec,93.0,369,175,149,123,1249.0,15.0,72.0,549,19,163,76,108,44.0,206,99,doron-lamb-1,Exclude
2014,Doug McDermott,Creighton,11,F,11.1,3.15,3.29,28.5,36.5,11.36,7.1,8.75,9.75,78.25,79.75,103.0,218.0,81.25,55,5,8.2,big-east,187.0,627,330,206,178,1181.0,57.0,67.0,934,8,214,96,244,62.0,413,234,doug-mcdermott-1,Role Player
2012,Draymond Green,Michigan State,35,F,11.01,3.1,3.4,28.0,33.0,9.0,11.3,9.0,9.5,77.75,79.5,105.0,235.6,85.25,141,35,12.7,big-ten,315.0,472,212,173,125,1229.0,79.0,105.0,601,54,134,52,394,112.0,338,160,draymond-green-1,All-Star
2002,Drew Gooden,Kansas,4,F,11.81,3.1,3.19,29.0,33.0,13.0,7.79,8.95,9.59,80.75,80.81,106.5,227.0,84.5,73,53,,big-12,297.0,566,285,204,154,1119.0,126.0,91.0,734,65,36,10,423,108.0,530,275,drew-gooden-1,Starter
2017,Dwayne Bacon,Florida State,40,G,11.7,3.22,3.22,30.0,36.5,8.0,7.9,8.75,10.0,76.75,78.25,103.5,221.6,82.0,61,4,4.3,acc,112.0,489,221,138,104,1008.0,35.0,55.0,603,35,171,57,147,71.0,318,164,dwayne-bacon-1,Exclude
2014,Dwight Powell,Stanford,45,F,11.28,2.88,3.2,28.5,35.0,11.36,6.2,9.0,9.25,81.5,83.0,105.0,234.4,84.5,112,30,6.5,pac-12,177.0,379,175,211,145,1167.0,70.0,113.0,505,47,39,10,247,104.0,340,165,dwight-powell-1,Starter
2003,Dwyane Wade,Marquette,5,G,10.56,3.04,3.08,31.5,35.0,9.0,6.7,8.46,9.1,75.75,76.12,102.0,212.0,82.75,145,43,,cusa,149.0,501,251,249,194,1058.0,60.0,76.0,710,71,44,14,209,107.0,457,237,dwyane-wade-1,All-Star
2011,E'Twaun Moore,Purdue,55,G,11.12,3.04,3.31,32.0,34.5,8.78,7.6,9.0,10.0,74.5,76.0,99.5,191.4,81.5,108,18,10.5,big-ten,124.0,494,221,141,100,1152.0,51.0,71.0,612,41,175,70,175,61.0,319,151,etwaun-moore-1,Role Player
2009,Earl Clark,Louisville,14,F,11.17,3.1,3.35,28.5,33.0,5.0,5.2,8.95,9.59,80.5,82.25,109.5,228.4,86.5,119,51,,big-east,220.0,442,202,139,90,1269.0,102.0,71.0,525,38,95,31,322,119.0,347,171,earl-clark-1,Role Player
2001,Earl Watson,California-Los Angeles,39,G,10.97,3.04,3.19,32.5,37.5,4.0,4.0,8.46,9.1,72.0,76.12,97.0,184.0,78.75,166,11,,pac-10,74.0,349,172,140,89,1115.0,43.0,100.0,471,62,108,38,117,108.0,241,134,earl-watson-1,Starter
2010,Ed Davis,North Carolina,13,F,11.7,3.1,3.21,31.0,36.0,11.36,10.0,9.25,10.0,81.0,81.75,108.0,226.6,84.0,22,64,,acc,154.0,192,111,132,87,641.0,66.0,42.0,309,10,0,0,220,46.0,192,111,ed-davis-1,Starter
2001,Eddie Griffin,Seton Hall,7,F,11.77,3.1,3.21,26.5,33.0,3.0,4.0,8.95,9.59,81.25,80.81,110.0,222.0,87.0,49,133,,big-east,229.0,480,206,109,80,979.0,94.0,71.0,533,26,128,41,323,67.0,352,165,eddie-griffin-1,Starter
2000,Eddie House,Arizona State,37,G,11.12,3.04,3.27,29.5,38.5,5.0,6.39,8.46,9.1,71.75,76.12,95.0,176.5,75.5,111,2,,pac-10,,623,263,164,137,1189.0,,66.0,736,74,200,73,175,72.0,423,190,eddie-house-1,Role Player
2017,Edmond Sumner,Xavier,52,G,11.11,3.04,3.22,30.1,36.1,8.78,8.3,8.25,9.0,76.0,77.75,102.5,176.4,81.0,105,16,7.9,big-east,80.0,211,101,136,100,696.0,11.0,51.0,314,27,44,12,91,58.0,167,89,edmond-sumner-1,Exclude
2010,Ekpe Udoh,Baylor,6,F,11.15,3.1,3.29,31.0,33.5,10.0,8.0,9.5,8.75,80.75,81.75,106.5,237.4,88.5,97,133,,big-12,222.0,390,191,162,111,1264.0,129.0,87.0,500,29,26,7,351,87.0,364,184,ekpe-udoh-1,Role Player
2014,Elfrid Payton,Louisiana-Lafayette,10,G,11.06,2.92,3.23,31.5,35.5,8.78,5.65,8.75,9.0,74.5,75.75,98.5,185.4,80.0,208,21,6.8,sun-belt,129.0,466,237,302,184,1258.0,81.0,83.0,672,80,54,14,210,127.0,412,223,elfrid-payton-1,Starter
2010,Elliot Williams,Memphis,22,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,128,4,,cusa,110.0,388,178,256,194,1133.0,25.0,69.0,610,45,164,60,135,100.0,224,118,elliot-williams-1,Exclude
2004,Emeka Okafor,Connecticut,2,C,12.32,3.1,3.15,31.5,34.0,22.0,5.3,9.12,9.86,80.75,82.0,110.5,257.0,88.0,36,147,,big-east,277.0,436,261,218,113,1166.0,138.0,85.0,635,36,0,0,415,84.0,436,261,emeka-okafor-1,Starter
2010,Eric Bledsoe,Kentucky,18,G,11.11,3.04,3.22,30.1,36.1,9.0,5.6,8.5,9.75,72.25,73.5,98.0,191.6,79.5,107,12,,sec,95.0,312,144,123,82,1122.0,19.0,82.0,419,52,128,49,114,112.0,184,95,eric-bledsoe-1,Starter
2008,Eric Gordon,Indiana,7,G,10.81,3.04,3.01,32.0,40.0,15.0,8.2,8.46,9.1,74.0,75.25,99.0,222.0,81.0,78,20,,big-ten,81.0,425,184,277,231,1110.0,23.0,69.0,669,42,208,70,104,115.0,217,114,eric-gordon-1,Starter
2009,Eric Maynor,Virginia Commonwealth,20,G,10.78,3.04,3.19,28.5,31.5,8.0,5.4,8.46,9.1,74.25,75.25,97.0,163.6,74.5,210,6,,colonial,106.0,536,248,243,198,1206.0,16.0,82.0,760,58,183,66,122,101.0,353,182,eric-maynor-1,Role Player
2000,Erick Barkley,St. John's (NY),28,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,127,8,,big-east,,400,159,122,81,1033.0,,64.0,449,84,160,50,84,68.0,240,109,erick-barkley-1,Exclude
2013,Erick Green,Virginia Tech,46,G,11.11,3.04,3.22,30.1,36.1,5.0,4.35,8.5,9.0,73.5,75.0,98.0,178.2,77.75,121,6,9.5,acc,112.0,550,261,267,218,1166.0,15.0,44.0,801,42,157,61,127,69.0,393,200,erick-green-1,Exclude
2013,Erik Murphy,Florida,49,F,12.19,2.96,3.57,24.5,29.5,13.0,7.95,8.75,9.75,80.75,81.5,108.0,239.8,82.5,50,25,12.4,sec,141.0,318,164,51,40,952.0,58.0,101.0,440,23,159,72,199,51.0,159,92,erik-murphy-1,Exclude
2000,Etan Thomas,Syracuse,12,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,16,107,,big-east,,246,148,146,99,940.0,,92.0,395,22,0,0,269,59.0,246,148,etan-thomas-1,Role Player
2010,Evan Turner,Ohio State,2,G,11.06,3.04,3.27,27.5,34.5,9.0,8.6,8.75,9.5,77.75,79.0,103.5,213.8,80.0,185,28,,big-ten,222.0,457,237,183,138,1108.0,62.0,86.0,632,54,55,20,284,136.0,402,217,evan-turner-1,Role Player
2012,Fab Melo,Syracuse,22,C,12.14,3.1,3.44,29.5,31.0,9.0,9.2,9.0,10.0,82.75,84.0,110.0,255.0,86.5,21,88,10.5,big-east,95.0,173,98,60,38,763.0,80.0,85.0,234,15,0,0,175,43.0,173,98,fab-melo-1,Exclude
2012,Festus Ezeli,Vanderbilt,30,C,12.35,3.1,3.29,34.0,33.5,18.0,5.5,9.0,10.75,81.75,83.5,108.0,264.2,89.75,8,52,3.6,sec,92.0,165,89,139,84,603.0,62.0,82.0,262,11,0,0,154,58.0,165,89,festus-ezeli-1,Role Player
2017,Frank Jackson,Duke,31,G,10.94,2.7,3.14,34.5,42.0,9.0,6.7,8.25,9.0,74.0,75.5,98.0,201.6,79.5,61,2,5.3,acc,67.0,281,133,102,77,895.0,23.0,85.0,394,20,129,51,90,49.0,152,82,frank-jackson-2,Exclude
2015,Frank Kaminsky,Wisconsin,9,C,11.96,3.1,3.42,27.58,31.48,10.79,9.4,8.5,9.5,83.75,84.75,109.5,231.2,83.0,103,57,15.3,big-ten,262.0,488,267,200,156,1311.0,58.0,65.0,732,33,101,42,320,63.0,387,225,frank-kaminsky-1,Role Player
2002,Frank Williams,Illinois,25,G,11.73,3.04,3.29,26.0,31.0,8.78,6.39,8.46,9.1,73.5,76.12,100.5,212.0,80.0,153,10,,big-ten,131.0,443,174,203,164,1135.0,32.0,73.0,566,71,159,54,163,96.0,284,120,frank-williams-1,Exclude
2002,Fred Jones,Oregon,14,G,11.12,3.04,3.13,33.5,37.5,8.78,6.39,8.46,9.1,74.25,76.12,100.0,218.0,84.0,111,18,,pac-10,124.0,413,215,194,169,1103.0,65.0,94.0,650,63,137,51,189,82.0,276,164,fred-jones-1,Starter
2007,Gabe Pruitt,Southern California,32,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,113,7,,pac-10,58.0,250,104,85,68,861.0,15.0,56.0,324,47,137,48,73,48.0,113,56,gabe-pruitt-1,Exclude
2010,Gani Lawal,Georgia Tech,46,F,11.61,3.1,3.24,27.0,31.5,20.0,6.3,8.5,10.0,79.5,81.0,107.5,233.4,84.0,15,49,,acc,200.0,325,172,222,127,930.0,105.0,76.0,471,16,1,0,305,78.0,324,172,gani-lawal-1,Exclude
2014,Gary Harris,Michigan State,19,G,11.11,3.04,3.22,30.1,36.1,8.78,4.55,8.5,9.5,74.5,76.5,96.0,204.8,78.75,94,15,9.4,big-ten,103.0,455,195,142,115,1131.0,37.0,73.0,586,63,230,81,140,60.0,225,114,gary-harris-1,Starter
2018,Gary Trent Jr.,Duke,37,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,52,5,7.2,acc,126.0,427,177,97,85,1253.0,31.0,62.0,536,43,241,97,157,38.0,186,80,gary-trentjr-1,Exclude
2008,George Hill,IUPUI,26,G,12.2,3.04,3.07,34.0,37.5,9.0,3.0,8.46,9.1,73.25,74.5,97.5,181.0,81.0,137,13,,summit,167.0,404,220,245,199,1179.0,49.0,89.0,688,57,109,49,216,94.0,295,171,george-hill-1,Starter
2018,George King,Colorado,59,F,10.75,3.08,3.29,31.0,39.0,15.0,7.25,9.0,10.25,76.75,78.0,101.5,218.6,83.5,35,21,4.3,pac-12,195.0,319,142,87,68,913.0,56.0,78.0,414,17,157,62,251,64.0,162,80,george-king-1,Exclude
2016,Georges Niang,Iowa State,50,F,11.64,3.17,3.49,25.0,31.0,11.36,10.05,9.25,9.25,78.75,80.5,103.0,230.8,82.0,117,22,8.7,big-12,172.0,518,283,119,96,1162.0,46.0,111.0,718,31,143,56,218,92.0,375,227,georges-niang-1,Exclude
2009,Gerald Henderson,Duke,12,G,11.17,3.04,3.14,31.5,35.0,8.0,4.4,8.46,9.1,76.0,77.0,102.5,214.6,82.25,91,28,,acc,137.0,473,213,188,143,1098.0,46.0,63.0,610,46,122,41,183,80.0,351,172,gerald-henderson-2,Role Player
2001,Gerald Wallace,Alabama,25,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,55,37,,sec,132.0,288,126,155,88,824.0,84.0,87.0,351,42,63,11,216,86.0,225,115,gerald-wallace-1,Starter
2001,Gilbert Arenas,Arizona,30,G,11.11,3.04,3.25,31.5,36.0,12.0,5.3,8.46,9.1,74.25,76.12,99.5,199.0,81.5,84,7,,pac-10,102.0,434,208,134,97,1044.0,29.0,82.0,582,65,166,69,131,101.0,268,139,gilbert-arenas-1,All-Star
2007,Glen Davis,Louisiana State,35,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,66,28,,sec,190.0,368,178,195,139,1016.0,113.0,67.0,512,32,49,17,303,82.0,319,161,glen-davis-1,Role Player
2014,Glenn Robinson III,Michigan,40,F,11.22,3.04,3.15,36.5,41.5,11.36,5.05,9.0,9.5,77.5,78.75,100.5,211.4,82.0,44,11,6.1,big-ten,110.0,373,182,115,87,1194.0,54.0,55.0,484,35,108,33,164,46.0,265,149,glenn-robinson-2,Role Player
2010,Gordon Hayward,Butler,9,F,11.73,3.1,3.22,30.5,34.5,10.0,6.9,8.5,9.25,78.75,80.0,103.0,211.0,79.75,62,30,,horizon,233.0,373,173,216,179,1239.0,72.0,78.0,572,40,160,47,305,85.0,213,126,gordon-hayward-1,Starter
2013,Gorgui Dieng,Louisville,21,C,11.96,3.1,3.42,27.58,31.48,10.79,5.35,9.0,10.0,81.75,82.75,111.5,229.6,87.5,66,83,15.0,big-east,197.0,234,125,112,73,1026.0,113.0,85.0,323,44,0,0,310,59.0,234,125,gorgui-dieng-1,Starter
2013,Grant Jerrett,Arizona,40,F,11.85,3.23,3.51,28.5,34.0,2.0,10.05,8.5,9.25,80.75,82.25,109.0,232.0,86.0,18,33,7.4,pac-12,85.0,154,63,22,18,606.0,37.0,44.0,176,16,79,32,122,19.0,75,31,grant-jerrett-1,Exclude
2018,Grayson Allen,Duke,21,G,10.31,3.04,3.15,32.5,40.5,8.78,5.55,8.25,10.0,75.0,76.5,97.0,198.0,79.25,172,2,9.4,acc,103.0,433,181,127,108,1319.0,20.0,79.0,572,64,276,102,123,79.0,157,79,grayson-allen-1,Exclude
2010,Greg Monroe,Georgetown,7,F,12.1,3.1,3.35,25.0,29.0,15.0,11.2,8.75,9.5,81.75,83.0,108.5,246.6,86.25,128,52,,big-east,254.0,385,202,209,138,1164.0,74.0,87.0,549,42,27,7,328,112.0,358,195,greg-monroe-1,Starter
2007,Greg Oden,Ohio State,1,C,11.67,3.1,3.27,32.0,34.0,10.79,7.8,9.12,9.86,83.0,84.0,112.0,257.0,88.25,21,105,,big-ten,193.0,307,189,196,123,925.0,113.0,87.0,501,18,0,0,306,64.0,307,189,greg-oden-1,Exclude
2005,Hakim Warrick,Syracuse,19,F,11.46,3.1,3.22,33.0,38.0,11.0,7.79,8.95,9.59,79.25,80.5,108.0,215.0,86.0,50,27,,big-east,188.0,462,253,310,211,1275.0,106.0,79.0,726,33,31,9,294,86.0,431,244,hakim-warrick-1,Role Player
2018,Hamidou Diallo,Kentucky,45,G,10.53,3.14,3.1,32.5,40.5,1.0,4.45,8.75,9.0,76.25,78.0,103.0,197.0,83.5,46,13,3.2,sec,102.0,313,134,125,77,918.0,33.0,96.0,371,28,77,26,135,51.0,236,108,hamidou-diallo-1,Exclude
2012,Harrison Barnes,North Carolina,7,F,10.93,3.1,3.16,38.0,39.5,15.0,9.6,9.0,8.5,79.0,80.0,101.5,227.8,83.25,43,13,6.2,acc,124.0,521,229,195,141,1111.0,74.0,68.0,648,41,137,49,198,74.0,384,180,harrison-barnes-1,Role Player
2009,Hasheem Thabeet,Connecticut,2,C,11.96,3.1,3.42,27.58,31.48,10.79,6.7,9.12,9.86,85.25,86.5,113.0,267.2,90.25,17,152,,big-east,255.0,278,178,212,133,1145.0,133.0,90.0,489,22,0,0,388,68.0,278,178,hasheem-thabeet-1,Exclude
2006,Hassan Adams,Arizona,54,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,90,14,,pac-10,88.0,490,234,95,58,1031.0,67.0,60.0,543,82,65,17,155,69.0,425,217,hassan-adams-1,Exclude
2010,Hassan Whiteside,Marshall,33,C,11.83,3.1,3.54,27.0,31.5,12.0,5.5,8.25,10.25,82.5,83.5,113.0,226.6,91.0,10,182,,cusa,211.0,319,167,187,110,889.0,92.0,82.0,447,19,5,3,303,64.0,314,164,hassan-whiteside-1,Starter
2016,Henry Ellenson,Marquette,18,F,11.46,3.1,3.3,29.41,34.23,11.36,11.2,8.5,9.75,82.0,83.5,108.0,242.0,86.25,59,49,3.6,big-east,250.0,435,194,191,143,1107.0,71.0,84.0,561,28,104,30,321,78.0,331,164,henry-ellenson-1,Exclude
2008,Henry Walker,Kansas State,47,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,59,17,,big-12,117.0,389,181,137,101,846.0,79.0,101.0,498,27,114,35,196,81.0,275,146,bill-walker-1,Exclude
2006,Hilton Armstrong,Connecticut,12,C,12.28,3.1,3.53,28.5,31.5,13.0,6.3,9.12,9.86,81.5,82.25,109.0,240.0,88.0,25,107,,big-east,158.0,194,118,133,92,943.0,68.0,94.0,329,21,2,1,226,77.0,192,117,hilton-armstrong-1,Bust
2017,Ike Anigbogu,California-Los Angeles,47,C,12.52,3.48,3.44,29.5,32.5,11.0,5.4,9.5,10.0,80.5,81.75,110.5,252.2,90.25,6,35,2.7,pac-12,76.0,101,57,43,23,377.0,41.0,72.0,137,5,0,0,117,24.0,101,57,ike-anigbogu-1,Exclude
2005,Ike Diogu,Arizona State,9,F,11.94,3.1,3.45,28.0,31.0,21.0,7.79,8.95,9.59,78.5,80.0,109.0,255.4,87.5,43,75,,pac-10,194.0,398,229,311,248,1164.0,118.0,88.0,724,18,45,18,312,115.0,353,211,ike-diogu-1,Exclude
2011,Iman Shumpert,Georgia Tech,17,G,11.1,3.04,3.18,36.5,42.0,18.0,6.5,9.0,9.0,76.25,77.5,99.5,221.8,81.5,108,6,9.8,acc,130.0,436,177,175,141,992.0,53.0,86.0,537,85,151,42,183,72.0,285,135,iman-shumpert-1,Role Player
2013,Isaiah Canaan,Murray State,34,G,10.98,2.89,3.22,33.0,40.5,16.0,5.9,8.25,9.5,71.0,72.0,94.5,188.4,76.5,133,4,4.7,ovc,91.0,499,215,185,152,1131.0,19.0,58.0,676,47,254,94,110,98.0,245,121,isaiah-canaan-1,Exclude
2011,Isaiah Thomas,Washington,60,G,10.49,3.04,3.14,31.5,40.0,13.0,6.7,8.25,9.0,68.75,70.25,91.5,186.0,73.75,213,2,8.4,pac-10,97.0,422,188,210,151,1115.0,26.0,75.0,587,47,172,60,123,104.0,250,128,isaiah-thomas-1,Starter
2016,Isaiah Whitehead,Seton Hall,42,G,11.65,3.21,3.34,27.5,35.5,8.78,9.25,8.5,8.75,75.25,76.5,100.0,210.0,80.75,173,49,7.7,big-east,104.0,512,194,196,149,1098.0,18.0,78.0,618,40,222,81,122,119.0,290,113,isaiah-whitehead-1,Exclude
2017,Ivan Rabb,California,35,F,12.68,3.23,3.35,28.5,32.5,3.0,6.8,8.75,9.0,80.75,82.0,109.0,219.6,85.5,48,31,6.7,pac-12,230.0,312,151,187,124,1012.0,94.0,96.0,434,21,20,8,324,67.0,292,143,ivan-rabb-1,Exclude
2008,J.R. Giddens,New Mexico,30,G,11.11,3.04,3.22,30.1,36.1,10.0,5.4,8.46,9.1,76.0,76.75,103.0,208.0,83.25,103,39,,mwc,233.0,407,210,157,92,1063.0,57.0,64.0,537,47,75,25,290,73.0,332,185,jr-giddens-1,Exclude
2011,JaJuan Johnson,Purdue,27,F,11.21,3.1,3.14,33.5,38.0,15.0,7.5,9.0,10.0,81.0,82.0,107.5,219.8,86.0,33,79,8.6,big-ten,209.0,520,257,209,169,1203.0,82.0,53.0,698,30,51,15,291,56.0,469,242,jajuan-johnson-1,Exclude
2008,JaVale McGee,Nevada-Reno,18,C,12.75,3.1,3.25,27.0,32.5,7.0,5.3,9.12,9.86,83.0,84.0,114.5,241.0,90.0,20,92,,wac,159.0,357,189,141,74,902.0,83.0,82.0,466,26,42,14,242,80.0,315,175,javale-mcgee-1,Starter
2017,Jabari Bird,California,56,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,28,6,5.0,pac-12,101.0,318,140,55,42,863.0,26.0,52.0,387,18,178,65,127,50.0,140,75,jabari-bird-1,Exclude
2014,Jabari Parker,Duke,2,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,41,43,6.6,acc,201.0,499,236,214,160,1074.0,105.0,83.0,670,37,106,38,306,81.0,393,198,jabari-parker-1,Role Player
2000,Jabari Smith,Louisiana State,45,F,12.45,3.1,3.43,24.5,30.0,15.0,7.79,8.95,9.59,81.75,80.81,109.5,240.5,86.5,75,33,,sec,,282,156,168,100,969.0,,84.0,425,24,35,13,239,88.0,247,143,jabari-smith-1,Exclude
2004,Jackson Vroman,Iowa State,31,F,10.75,3.1,3.25,29.5,33.5,12.0,6.7,8.95,9.59,81.25,82.75,105.5,226.0,84.0,75,22,,big-12,189.0,330,186,142,72,983.0,118.0,112.0,445,46,7,1,307,101.0,323,185,jackson-vroman-1,Exclude
2018,Jacob Evans,Cincinnati,28,G,11.11,3.14,3.2,28.0,35.5,8.0,6.5,9.0,9.25,76.25,77.5,102.5,199.6,81.25,113,35,10.6,aac,120.0,377,161,114,86,1107.0,50.0,72.0,468,47,162,60,170,63.0,215,101,jacob-evans-1,Exclude
2012,Jae Crowder,Marquette,34,F,11.45,3.1,3.37,31.0,34.5,20.0,9.0,9.5,10.5,76.75,78.5,99.5,241.2,81.25,73,35,14.7,big-east,224.0,436,217,162,119,1153.0,70.0,93.0,614,88,177,61,294,44.0,259,156,jae-crowder-1,Starter
