,assist_percentage,assists,box_plus_minus,block_percentage,blocks,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,name,offensive_rebound_percentage,offensive_rebounds,personal_fouls,player_id,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage
1467,10.0,57,7.1,2.6,31,sec,24.7,277.0,0.505,391,196,0.739,289,0.706,204,1233.0,Julius Randle,13.3,139.0,91.0,julius-randle-1,599,1.0,20,0.046,18,0.167,3,19.2,416,0.567,16.1,101.0,373,0.517,193,25.4
1468,18.8,118,9.2,0.9,11,big-ten,8.8,90.0,0.586,394,185,0.518,204,0.824,168,1281.0,Nik Stauskas,1.6,15.0,47.0,nik-stauskas-1,630,1.0,20,0.528,208,0.442,92,5.3,105,0.642,12.0,67.0,186,0.5,93,24.4
1469,4.9,18,6.1,5.4,41,big-ten,27.3,198.0,0.56,216,113,0.62,134,0.716,96,794.0,Noah Vonleh,10.8,71.0,81.0,noah-vonleh-1,338,1.9,26,0.153,33,0.485,16,19.4,269,0.604,18.6,64.0,183,0.53,97,21.4
1470,32.9,208,6.8,1.7,21,sun-belt,11.7,129.0,0.524,466,237,0.648,302,0.609,184,1258.0,Elfrid Payton,7.1,81.0,83.0,elfrid-payton-1,672,3.6,80,0.116,54,0.259,14,9.4,210,0.551,17.2,127.0,412,0.541,223,27.6
1471,11.5,55,8.2,0.5,5,big-east,17.8,187.0,0.603,627,330,0.329,206,0.864,178,1181.0,Doug McDermott,6.4,57.0,67.0,doug-mcdermott-1,934,0.4,8,0.341,214,0.449,96,12.6,244,0.644,7.9,62.0,413,0.567,234,36.2
1472,12.6,66,3.5,0.8,6,pac-12,9.5,76.0,0.524,288,127,0.236,68,0.691,47,904.0,Zach LaVine,2.4,18.0,73.0,zach-lavine-1,349,2.1,33,0.444,128,0.375,48,6.1,94,0.545,11.6,42.0,160,0.494,79,20.1
1473,8.6,40,8.8,1.8,21,acc,12.7,137.0,0.548,652,342,0.347,226,0.69,156,1238.0,T.J. Warren,10.8,113.0,97.0,tj-warren-1,871,3.1,63,0.178,116,0.267,31,11.8,250,0.574,9.9,83.0,536,0.58,311,35.5
1474,10.2,41,6.6,3.8,28,big-ten,22.9,177.0,0.565,354,178,0.39,138,0.79,109,870.0,Adreian Payne,6.8,48.0,80.0,adreian-payne-1,509,1.0,15,0.294,104,0.423,44,15.2,225,0.607,13.1,63.0,250,0.536,134,28.9
1475,10.8,67,6.0,0.6,8,sec,11.0,130.0,0.498,450,183,0.393,177,0.706,125,1296.0,James Young,3.7,41.0,83.0,james-young-1,573,1.4,30,0.522,235,0.349,82,7.5,171,0.536,12.3,75.0,215,0.47,101,23.4
1476,32.3,187,7.7,0.7,6,acc,9.0,88.0,0.453,360,148,0.414,149,0.765,114,1215.0,Tyler Ennis,2.6,27.0,69.0,tyler-ennis-1,440,3.9,71,0.236,85,0.353,30,5.7,115,0.511,11.9,58.0,275,0.429,118,21.9
1477,16.8,94,9.4,1.6,15,big-ten,10.2,103.0,0.518,455,195,0.312,142,0.81,115,1131.0,Gary Harris,4.0,37.0,73.0,gary-harris-1,586,3.4,63,0.505,230,0.352,81,7.3,140,0.561,10.3,60.0,225,0.507,114,26.8
1478,12.6,12,11.9,3.2,6,big-ten,27.1,43.0,0.545,55,30,0.436,24,0.667,16,198.0,Mitch McGary,15.5,23.0,25.0,mitch-mcgary-1,76,4.9,15,0.036,2,0.0,0,21.5,66,0.572,16.4,13.0,53,0.566,30,22.5
1479,14.7,84,12.0,0.6,5,pac-12,13.1,125.0,0.545,429,208,0.441,189,0.836,158,1082.0,Jordan Adams,7.5,67.0,78.0,jordan-adams-1,626,5.0,95,0.34,146,0.356,52,10.4,192,0.603,9.4,54.0,283,0.551,156,26.5
1480,13.2,75,7.2,0.8,9,acc,11.7,109.0,0.55,412,191,0.328,135,0.807,109,1150.0,Rodney Hood,2.9,29.0,91.0,rodney-hood-1,562,1.3,25,0.41,169,0.42,71,7.2,138,0.59,10.2,54.0,243,0.494,120,23.8
1481,30.8,195,12.3,1.0,13,aac,15.0,196.0,0.517,496,213,0.48,238,0.87,207,1404.0,Shabazz Napier,3.4,38.0,84.0,shabazz-napier-1,720,3.2,73,0.433,215,0.405,87,9.7,234,0.591,15.8,114.0,281,0.448,126,27.5
1482,10.5,74,9.2,1.5,20,,12.2,135.0,0.5,567,220,0.309,175,0.8,140,1286.0,P.J. Hairston,7.5,93.0,118.0,pj-hairston-1,707,2.5,57,0.642,364,0.349,127,9.7,228,0.544,9.2,66.0,203,0.458,93,25.8
1483,15.4,81,7.4,2.8,32,pac-12,10.6,97.0,0.556,435,197,0.271,118,0.873,103,1116.0,C.J. Wilcox,2.3,22.0,75.0,cj-wilcox-1,587,1.7,32,0.529,230,0.391,90,6.4,119,0.598,9.9,54.0,205,0.522,107,24.6
1484,6.8,43,6.1,5.9,69,pac-12,18.4,204.0,0.488,346,156,0.295,102,0.627,64,1266.0,Josh Huestis,8.8,91.0,76.0,josh-huestis-1,402,1.0,21,0.223,77,0.338,26,13.7,295,0.51,9.8,43.0,269,0.483,130,18.0
1485,34.3,233,10.8,2.7,27,pac-12,25.5,270.0,0.517,377,181,0.493,186,0.737,137,1196.0,Kyle Anderson,4.5,45.0,60.0,kyle-anderson-3,527,3.1,64,0.154,58,0.483,28,15.4,315,0.566,19.1,110.0,319,0.48,153,24.1
1486,12.8,57,12.9,8.9,100,acc,15.9,169.0,0.505,455,209,0.402,183,0.842,154,1212.0,K.J. McDaniels,8.8,86.0,80.0,kj-mcdaniels-1,614,2.3,41,0.303,138,0.304,42,12.5,255,0.566,13.3,83.0,317,0.527,167,29.1
1487,18.1,84,9.6,0.9,8,acc,9.8,87.0,0.547,338,149,0.337,114,0.64,73,1066.0,Joe Harris,2.7,22.0,88.0,joe-harris--1,443,2.2,35,0.533,180,0.4,72,6.3,109,0.565,10.9,48.0,158,0.487,77,23.3
1488,6.4,27,7.1,3.3,28,mvc,18.6,165.0,0.57,386,187,0.464,179,0.844,151,986.0,Cleanthony Early,5.9,48.0,83.0,cleanthony-early-1,591,1.8,29,0.459,177,0.373,66,12.5,213,0.627,12.9,70.0,209,0.579,121,28.8
1489,13.7,75,10.0,2.9,34,sec,23.1,237.0,0.531,375,199,0.613,230,0.696,160,1199.0,Jarnell Stokes,15.3,155.0,73.0,jarnell-stokes-1,558,1.4,26,0.0,0,,0,19.2,392,0.576,13.7,77.0,375,0.531,199,24.6
1490,11.5,55,1.2,2.9,31,sec,16.6,160.0,0.495,409,202,0.455,186,0.634,118,1020.0,Johnny O'Bryant,10.8,102.0,108.0,johnny-obryant-1,523,1.0,17,0.007,3,0.333,1,13.7,262,0.526,17.8,108.0,406,0.495,201,28.5
1491,3.6,17,4.1,5.2,54,aac,16.9,173.0,0.531,401,188,0.222,89,0.787,70,1103.0,DeAndre Daniels,6.3,55.0,90.0,deandre-daniels-1,496,1.4,26,0.299,120,0.417,50,12.0,228,0.559,11.2,56.0,281,0.491,138,24.2
1492,26.3,64,10.5,0.8,4,pac-12,9.6,44.0,0.565,131,61,0.908,119,0.857,102,529.0,Spencer Dinwiddie,1.8,8.0,32.0,spencer-dinwiddie-1,250,2.9,26,0.481,63,0.413,26,5.8,52,0.667,13.8,30.0,68,0.515,35,21.0
1493,9.4,44,5.8,2.5,18,acc,17.2,139.0,0.496,268,133,0.664,178,0.674,120,1005.0,Jerami Grant,9.1,78.0,75.0,jerami-grant-1,386,1.7,26,0.019,5,0.0,0,13.0,217,0.547,9.5,37.0,263,0.506,133,21.1
1494,7.6,44,6.1,1.0,11,big-ten,11.5,110.0,0.532,373,182,0.308,115,0.757,87,1194.0,Glenn Robinson,6.0,54.0,55.0,glenn-robinson-2,484,1.9,35,0.29,108,0.306,33,8.8,164,0.566,9.7,46.0,265,0.562,149,22.3
1495,17.6,107,10.3,2.0,25,pac-12,11.1,123.0,0.498,474,205,0.395,187,0.781,146,1257.0,Nick Johnson,3.0,31.0,76.0,nick-johnson-1,618,2.1,43,0.357,169,0.367,62,7.2,154,0.549,10.2,64.0,305,0.469,143,26.3
1496,16.9,99,8.8,3.1,35,big-12,12.9,143.0,0.541,402,190,0.483,194,0.768,149,1201.0,Markel Brown,3.5,36.0,86.0,markel-brown-1,584,1.6,34,0.361,145,0.379,55,8.4,179,0.591,10.0,55.0,257,0.525,135,23.1
1497,20.4,112,6.5,2.8,30,pac-12,17.3,177.0,0.475,379,175,0.557,211,0.687,145,1167.0,Dwight Powell,7.3,70.0,113.0,dwight-powell-1,505,2.4,47,0.103,39,0.256,10,12.5,247,0.527,17.8,104.0,340,0.485,165,26.0
1498,23.3,118,4.0,0.6,6,sec,9.3,106.0,0.482,467,209,0.418,195,0.831,162,1228.0,Jordan Clarkson,2.9,28.0,76.0,jordan-clarkson-1,612,1.9,38,0.244,114,0.281,32,6.4,134,0.547,14.3,93.0,353,0.501,177,27.9
1499,31.6,172,11.1,0.4,4,aac,9.6,93.0,0.541,481,225,0.451,217,0.705,153,1084.0,Russ Smith,2.9,29.0,92.0,russ-smith-1,673,4.0,74,0.376,181,0.387,70,6.2,122,0.576,15.2,105.0,300,0.517,155,30.7
1500,29.9,154,11.7,1.2,12,acc,14.4,140.0,0.528,458,202,0.382,175,0.754,132,1174.0,Lamar Patterson,3.8,35.0,73.0,lamar-patterson-1,616,2.8,51,0.45,206,0.388,80,9.2,175,0.569,14.7,93.0,252,0.484,122,29.1
1501,11.8,53,7.5,4.9,51,mwc,16.5,175.0,0.558,426,237,0.7,298,0.735,219,1119.0,Cameron Bairstow,8.5,76.0,72.0,cameron-bairstow-1,694,1.0,19,0.007,3,0.333,1,12.8,251,0.611,10.7,68.0,423,0.558,236,29.9
1502,7.0,30,4.6,10.9,94,horizon,12.8,108.0,0.536,347,165,0.349,121,0.727,88,909.0,Alec Brown,8.5,63.0,67.0,alec-brown-1,460,1.0,15,0.288,100,0.42,42,10.8,171,0.569,13.8,65.0,247,0.498,123,26.2
1503,25.3,142,4.9,0.8,8,big-east,7.4,76.0,0.501,420,201,0.56,235,0.668,157,1200.0,Semaj Christon,1.5,15.0,72.0,semaj-christon-1,578,2.3,45,0.117,49,0.388,19,4.6,91,0.544,14.3,89.0,371,0.491,182,26.9
1504,23.6,118,8.5,0.8,7,big-ten,8.6,80.0,0.479,436,183,0.456,199,0.714,142,995.0,Roy Devyn Marble,2.9,26.0,64.0,roy-devyn-marble-1,560,3.5,60,0.342,149,0.349,52,5.9,106,0.528,9.7,57.0,287,0.456,131,28.4
1505,17.6,91,8.4,3.3,38,sec,10.0,102.0,0.513,512,223,0.414,212,0.788,167,1190.0,Jordan McRae,2.6,26.0,78.0,jordan-mcrae-1,692,1.3,25,0.439,225,0.351,79,6.3,128,0.565,11.2,77.0,287,0.502,144,30.4
1506,23.7,116,10.1,0.5,5,mwc,8.5,83.0,0.478,457,188,0.514,235,0.834,196,1126.0,Xavier Thames,2.1,21.0,71.0,xavier-thames-1,633,3.3,59,0.357,163,0.374,61,5.3,104,0.557,8.2,51.0,294,0.432,127,28.6
1507,7.4,37,6.0,4.7,49,big-12,21.0,205.0,0.519,368,184,0.582,214,0.64,137,1103.0,Cory Jefferson,11.6,107.0,83.0,cory-jefferson-1,519,0.8,15,0.103,38,0.368,14,16.4,312,0.553,9.8,51.0,330,0.515,170,24.2
1508,11.6,44,17.3,11.5,88,sec,22.3,169.0,0.57,256,145,0.523,134,0.813,109,822.0,Karl-Anthony Towns,14.2,92.0,115.0,karl-anthony-towns-1,401,1.4,18,0.031,8,0.25,2,18.5,261,0.627,14.2,53.0,248,0.577,143,23.7
1509,30.1,175,11.7,1.1,11,big-ten,15.4,163.0,0.541,515,231,0.303,156,0.756,118,1188.0,D'Angelo Russell,3.6,35.0,74.0,dangelo-russell-1,675,2.8,55,0.449,231,0.411,95,9.8,198,0.573,14.8,102.0,284,0.479,136,30.2
1510,9.4,49,10.9,4.5,54,acc,18.2,188.0,0.664,420,279,0.462,194,0.51,99,1143.0,Jahlil Okafor,14.8,134.0,81.0,jahlil-okafor-1,657,1.5,29,0.0,0,,0,16.6,322,0.641,15.6,95.0,420,0.664,279,27.6
1511,7.4,38,14.7,7.1,67,sec,17.3,162.0,0.572,236,135,0.542,128,0.617,79,1012.0,Willie Cauley-Stein,11.1,89.0,78.0,willie-cauley-stein-1,349,2.9,47,0.0,0,,0,14.5,251,0.588,13.9,48.0,236,0.572,135,17.8
1512,11.6,63,10.2,1.6,15,pac-12,19.1,172.0,0.501,390,174,0.456,178,0.742,132,1081.0,Stanley Johnson,8.9,75.0,100.0,stanley-johnson-1,523,3.2,57,0.297,116,0.371,43,14.1,247,0.551,14.7,82.0,274,0.478,131,26.6
1513,18.4,103,15.3,4.5,57,big-ten,25.7,262.0,0.59,488,267,0.41,200,0.78,156,1311.0,Frank Kaminsky,6.0,58.0,65.0,frank-kaminsky-1,732,1.7,33,0.207,101,0.416,42,16.1,320,0.628,9.8,63.0,387,0.581,225,28.6
1514,13.2,82,10.4,2.9,34,acc,19.8,203.0,0.551,356,173,0.438,156,0.641,100,1135.0,Justise Winslow,5.4,49.0,108.0,justise-winslow-1,492,2.8,52,0.309,110,0.418,46,13.1,252,0.572,14.2,71.0,246,0.516,127,22.9
1515,6.2,20,8.7,12.3,89,big-12,24.9,178.0,0.488,257,117,0.436,112,0.839,94,755.0,Myles Turner,7.2,44.0,82.0,myles-turner-1,345,0.8,10,0.241,62,0.274,17,16.7,222,0.556,13.2,47.0,195,0.513,100,25.1
1516,9.2,38,8.9,2.1,16,sec,16.1,123.0,0.496,240,117,0.425,102,0.735,75,828.0,Trey Lyles,9.9,65.0,57.0,trey-lyles-1,313,1.4,19,0.121,29,0.138,4,13.3,188,0.543,12.4,41.0,211,0.536,113,20.8
1517,10.9,42,8.9,0.3,2,sec,7.8,59.0,0.571,287,135,0.223,64,0.828,53,816.0,Devin Booker,2.6,17.0,58.0,devin-booker-2,381,1.3,17,0.491,141,0.411,58,5.4,76,0.6,10.4,37.0,146,0.527,77,22.8
1518,40.0,209,8.9,1.6,17,ovc,10.6,108.0,0.534,537,245,0.315,169,0.787,133,1127.0,Cameron Payne,2.2,21.0,72.0,cameron-payne-1,707,3.6,68,0.415,223,0.377,84,6.6,129,0.573,12.4,87.0,314,0.513,161,31.5
1519,8.1,28,8.6,1.8,13,big-12,19.2,138.0,0.512,248,110,0.444,110,0.718,79,756.0,Kelly Oubre,6.4,41.0,71.0,kelly-oubre-1,333,3.3,41,0.383,95,0.358,34,13.2,179,0.555,12.5,43.0,153,0.497,76,23.1
1520,19.7,108,8.4,0.5,6,acc,13.9,157.0,0.457,521,214,0.338,176,0.79,139,1260.0,Terry Rozier,3.8,43.0,62.0,terry-rozier-1,615,3.5,72,0.301,157,0.306,48,8.8,200,0.509,11.6,79.0,364,0.456,166,27.8
1521,11.8,36,1.3,1.1,8,mwc,13.7,97.0,0.521,328,144,0.299,98,0.694,68,742.0,Rashad Vaughn,2.3,14.0,54.0,rashad-vaughn-1,410,1.5,18,0.43,141,0.383,54,8.4,111,0.547,11.8,50.0,187,0.481,90,30.8
1522,8.6,49,10.0,1.5,18,big-ten,14.8,143.0,0.586,406,213,0.278,113,0.708,80,1239.0,Sam Dekker,8.4,77.0,42.0,sam-dekker-1,556,1.1,21,0.372,151,0.331,50,11.7,220,0.605,7.3,36.0,255,0.639,163,23.2
1523,33.6,253,8.9,1.4,19,acc,8.3,102.0,0.536,427,204,0.511,218,0.78,170,1408.0,Jerian Grant,1.3,13.0,75.0,jerian-grant-1,628,2.8,63,0.37,158,0.316,50,5.1,115,0.592,13.4,82.0,269,0.572,154,24.2
1524,33.0,178,16.2,3.2,34,pac-12,13.7,139.0,0.549,324,165,0.565,183,0.836,153,1165.0,Delon Wright,4.0,34.0,49.0,delon-wright-1,509,4.0,73,0.225,73,0.356,26,9.3,173,0.619,14.2,68.0,251,0.554,139,22.8
1525,14.0,45,12.2,2.5,14,acc,14.4,88.0,0.572,221,103,0.371,82,0.78,64,724.0,Justin Anderson,3.1,17.0,30.0,justin-anderson-1,317,1.6,17,0.471,104,0.452,47,9.0,105,0.61,10.7,31.0,117,0.479,56,23.3
1526,8.8,42,9.0,4.8,50,sec,20.2,188.0,0.552,466,250,0.335,156,0.737,115,1076.0,Bobby Portis,13.6,133.0,78.0,bobby-portis-1,629,2.1,39,0.064,30,0.467,14,16.8,321,0.582,9.4,56.0,436,0.541,236,26.7
1527,10.1,59,11.2,3.4,32,pac-12,20.1,183.0,0.513,275,138,0.745,205,0.707,145,1090.0,Rondae Hollis-Jefferson,9.0,77.0,94.0,rondae-hollis-jefferson-1,427,2.4,44,0.105,29,0.207,6,14.8,260,0.573,13.7,59.0,246,0.537,132,20.5
1528,27.5,217,9.4,0.2,3,acc,9.9,118.0,0.489,324,135,0.5,162,0.889,144,1322.0,Tyus Jones,1.8,19.0,46.0,tyus-jones-1,461,2.7,59,0.383,124,0.379,47,6.1,137,0.575,15.9,76.0,200,0.44,88,18.7
1529,10.5,59,5.3,1.8,23,sec,18.1,207.0,0.526,397,202,0.511,203,0.69,140,1159.0,Jarell Martin,9.7,98.0,92.0,jarell-martin-1,558,1.9,38,0.131,52,0.269,14,14.1,305,0.565,15.7,92.0,345,0.545,188,24.8
1530,20.0,76,6.7,4.3,37,mwc,21.1,180.0,0.533,360,185,0.403,145,0.786,114,1082.0,Larry Nance,6.0,44.0,69.0,larry-nance-2,498,2.3,37,0.117,42,0.333,14,14.1,224,0.581,14.0,70.0,318,0.538,171,28.5
1531,20.3,126,6.7,3.6,35,sun-belt,12.5,138.0,0.473,514,203,0.447,230,0.878,202,1294.0,R.J. Hunter,2.8,27.0,85.0,rj-hunter-1,688,3.6,75,0.51,262,0.305,80,7.9,165,0.552,11.0,77.0,252,0.488,123,29.6
1532,8.2,18,6.8,8.5,33,acc,18.5,74.0,0.482,113,54,0.628,71,0.563,40,450.0,Chris McCullough,9.0,36.0,41.0,chris-mccullough-1,149,3.6,27,0.009,1,1.0,1,13.8,110,0.508,19.3,35.0,112,0.473,53,20.7
1533,9.1,51,8.2,3.3,32,pac-12,21.0,209.0,0.505,321,151,0.458,147,0.626,92,1113.0,Kevon Looney,12.2,122.0,104.0,kevon-looney-1,416,2.5,46,0.165,53,0.415,22,16.6,331,0.532,10.3,45.0,268,0.481,129,19.7
1534,9.2,49,9.2,3.7,42,acc,19.1,210.0,0.578,376,213,0.508,191,0.597,114,1229.0,Montrezl Harrell,10.0,111.0,74.0,montrezl-harrell-1,549,1.6,33,0.098,37,0.243,9,14.5,321,0.588,12.9,69.0,339,0.602,204,22.3
1535,7.6,40,5.5,9.6,112,sec,19.6,209.0,0.505,379,191,0.388,147,0.646,95,1081.0,Jordan Mickey,10.5,99.0,81.0,jordan-mickey-1,478,1.5,29,0.024,9,0.111,1,15.3,308,0.533,18.4,101.0,370,0.514,190,25.0
1536,15.2,94,7.0,0.6,7,pac-12,18.8,214.0,0.528,408,176,0.358,146,0.795,116,1320.0,Anthony Brown,3.8,42.0,78.0,anthony-brown-5,547,1.3,28,0.439,179,0.441,79,11.4,256,0.573,13.1,72.0,229,0.424,97,21.7
1537,10.5,47,9.6,8.5,78,acc,19.6,185.0,0.552,368,203,0.519,191,0.712,136,1064.0,Rakeem Christmas,10.2,97.0,105.0,rakeem-christmas-1,542,1.7,29,0.003,1,0.0,0,14.9,282,0.591,14.5,78.0,367,0.553,203,25.8
1538,7.2,26,9.3,11.2,83,mac,20.9,160.0,0.594,293,165,0.522,153,0.712,109,892.0,Richaun Holmes,11.6,88.0,77.0,richaun-holmes-1,457,1.5,22,0.147,43,0.419,18,16.3,248,0.625,14.1,60.0,250,0.588,147,25.6
1539,15.9,74,10.2,1.3,12,big-east,10.7,93.0,0.543,386,170,0.267,103,0.796,82,1007.0,Darrun Hilliard,2.0,16.0,78.0,darrun-hilliard-1,501,3.8,63,0.528,204,0.387,79,6.5,109,0.576,8.8,42.0,182,0.5,91,25.2
1540,24.4,115,7.8,2.0,16,sec,13.2,115.0,0.519,399,184,0.311,124,0.798,99,1162.0,Josh Richardson,2.9,28.0,79.0,josh-richardson-2,513,3.8,67,0.321,128,0.359,46,7.8,143,0.56,15.7,85.0,271,0.509,138,25.5
1541,7.6,57,8.2,2.7,36,acc,20.4,241.0,0.597,356,166,0.18,64,0.781,50,1351.0,Pat Connaughton,4.2,41.0,75.0,pat-connaughton-1,475,1.3,27,0.618,220,0.423,93,13.0,282,0.615,10.2,44.0,136,0.537,73,17.7
1542,29.1,135,6.0,0.1,1,acc,11.5,111.0,0.519,496,225,0.292,145,0.759,110,1204.0,Olivier Hanlan,2.6,24.0,68.0,olivier-hanlan-1,625,2.1,41,0.371,184,0.353,65,7.1,135,0.553,13.1,85.0,312,0.513,160,30.1
1543,21.3,135,6.1,0.1,1,pac-12,11.6,141.0,0.524,592,265,0.226,134,0.925,124,1322.0,Joe Young,1.7,19.0,51.0,joseph-young-1,745,1.8,41,0.431,255,0.357,91,6.9,160,0.568,11.7,87.0,337,0.516,174,28.7
1544,26.0,139,9.0,0.9,8,sec,8.1,74.0,0.446,267,101,0.596,159,0.792,126,994.0,Andrew Harrison,1.7,13.0,70.0,andrew-harrison-1,364,2.5,40,0.352,94,0.383,36,5.1,87,0.531,15.7,64.0,173,0.376,65,21.4
1545,17.5,95,-0.1,0.4,4,colonial,7.9,83.0,0.564,472,215,0.324,153,0.83,127,1210.0,Marcus Thornton,1.0,9.0,36.0,marcus-thornton-3,659,1.1,21,0.538,254,0.402,102,4.7,92,0.605,12.4,77.0,218,0.518,113,28.5
1546,12.8,75,5.8,1.5,16,pac-12,13.3,148.0,0.497,467,213,0.362,169,0.751,127,1244.0,Norman Powell,1.9,21.0,91.0,norman-powell-1,591,3.2,66,0.255,119,0.319,38,7.6,169,0.54,12.8,80.0,348,0.503,175,25.3
1547,8.9,29,10.2,6.1,36,sec,19.1,112.0,0.506,156,79,0.923,144,0.625,90,635.0,Dakari Johnson,13.4,67.0,69.0,dakari-johnson-1,248,1.4,14,0.0,0,,0,16.5,179,0.553,15.8,42.0,156,0.506,79,22.0
1548,10.2,48,11.8,1.7,16,big-ten,18.5,177.0,0.553,328,171,0.726,238,0.819,195,1070.0,Aaron White,7.7,71.0,53.0,aaron-white-3,558,2.6,45,0.18,59,0.356,21,13.2,248,0.633,8.5,41.0,269,0.558,150,23.5
1549,13.9,82,2.9,0.4,4,big-sky,9.6,96.0,0.6,490,230,0.359,176,0.852,150,1182.0,Tyler Harvey,2.0,20.0,60.0,tyler-harvey-1,738,1.8,36,0.606,297,0.431,128,5.8,116,0.643,10.0,64.0,193,0.528,102,27.5
1550,18.0,98,11.1,7.4,80,big-east,17.2,189.0,0.527,334,175,0.413,138,0.725,100,1143.0,Sir'Dominic Pointer,6.3,64.0,99.0,sirdominic-pointer-1,452,3.3,63,0.075,25,0.08,2,11.9,253,0.566,14.2,66.0,309,0.56,173,21.0
1551,2.4,10,2.0,6.4,61,atlantic-10,23.4,194.0,0.558,250,138,0.572,143,0.636,91,929.0,Cady Lalanne,13.5,110.0,87.0,cady-lalanne-1,370,1.2,19,0.072,18,0.167,3,18.5,304,0.582,20.1,80.0,232,0.582,135,21.3
1552,12.2,59,9.5,6.3,58,big-ten,23.5,216.0,0.535,340,182,0.306,104,0.49,51,1055.0,Branden Dawson,11.9,102.0,72.0,branden-dawson-1,415,2.5,42,0.0,0,,0,17.9,318,0.533,14.7,67.0,340,0.535,182,23.4
1553,24.0,163,8.6,1.3,13,acc,14.3,152.0,0.45,271,116,0.432,117,0.615,72,1106.0,J.P. Tokoto,6.4,61.0,91.0,jp-tokoto-1,316,2.9,56,0.118,32,0.375,12,10.6,213,0.484,20.7,85.0,239,0.435,104,17.9
1554,27.4,158,11.6,2.5,27,sec,26.8,285.0,0.561,386,216,0.769,297,0.67,199,1151.0,Ben Simmons,9.6,103.0,92.0,ben-simmons-1,632,3.1,65,0.008,3,0.333,1,18.2,388,0.6,17.4,111.0,383,0.561,215,26.4
1555,11.4,72,7.5,3.6,49,acc,15.5,177.0,0.525,484,214,0.351,170,0.682,116,1246.0,Brandon Ingram,6.0,67.0,74.0,brandon-ingram-1,624,1.9,41,0.403,195,0.41,80,10.8,244,0.552,11.3,72.0,289,0.464,134,25.6
1556,15.3,68,3.6,2.2,22,pac-12,16.5,146.0,0.471,378,163,0.574,217,0.654,142,939.0,Jaylen Brown,4.5,36.0,108.0,jaylen-brown-1,498,1.7,27,0.27,102,0.294,30,10.8,182,0.518,17.9,105.0,276,0.482,133,31.4
1557,41.8,206,11.3,1.9,20,big-east,14.7,140.0,0.499,411,184,0.462,190,0.695,132,1088.0,Kris Dunn,3.5,36.0,93.0,kris-dunn-1,542,4.3,82,0.275,113,0.372,42,9.0,176,0.541,18.8,116.0,298,0.477,142,28.0
1558,12.7,75,11.5,1.4,18,big-12,13.0,166.0,0.623,601,301,0.333,200,0.88,176,1309.0,Buddy Hield,4.0,46.0,76.0,buddy-hield-1,925,1.8,42,0.536,322,0.457,147,8.8,212,0.665,14.0,113.0,279,0.552,154,30.2
1559,12.1,79,9.1,0.9,11,sec,11.2,133.0,0.559,538,244,0.283,152,0.783,119,1267.0,Jamal Murray,4.9,53.0,75.0,jamal-murray-1,720,1.6,35,0.515,277,0.408,113,8.2,186,0.59,12.1,84.0,261,0.502,131,27.1
1560,6.3,26,5.9,5.8,55,pac-12,11.6,98.0,0.561,338,179,0.382,129,0.682,88,848.0,Marquese Chriss,9.8,85.0,138.0,marquese-chriss-1,467,1.9,32,0.178,60,0.35,21,10.7,183,0.585,14.7,69.0,278,0.568,158,24.1
1561,13.9,70,11.2,5.0,56,pac-12,22.1,225.0,0.646,353,228,0.674,238,0.689,164,1093.0,Jakob Poeltl,11.9,102.0,83.0,jakob-poeltl-1,620,1.1,21,0.0,0,,0,17.4,327,0.665,13.7,74.0,353,0.646,228,25.7
1562,11.3,64,9.0,2.7,31,wcc,28.2,316.0,0.618,391,239,0.499,195,0.769,150,1149.0,Domantas Sabonis,11.7,110.0,115.0,domantas-sabonis-1,633,1.1,22,0.036,14,0.357,5,20.7,426,0.654,16.0,92.0,377,0.621,234,25.6
1563,14.8,77,7.4,2.7,25,big-12,14.8,125.0,0.493,433,187,0.337,146,0.774,113,1040.0,Taurean Prince,9.2,81.0,86.0,taurean-prince-1,540,2.4,43,0.339,147,0.361,53,12.0,206,0.537,15.3,91.0,286,0.469,134,28.1
1564,45.8,241,16.5,0.7,7,big-ten,21.2,208.0,0.579,444,205,0.214,95,0.853,81,1022.0,Denzel Valentine,3.0,25.0,52.0,denzel-valentine-1,595,1.9,32,0.527,234,0.444,104,12.8,233,0.608,14.8,85.0,210,0.481,101,28.4
1565,33.7,172,8.2,1.0,11,sec,11.6,119.0,0.492,316,135,0.614,194,0.799,155,1002.0,Wade Baldwin,1.5,13.0,85.0,wade-baldwin-1,466,2.3,40,0.32,101,0.406,41,7.0,132,0.571,18.2,91.0,215,0.437,94,25.3
1566,11.0,59,3.6,4.4,49,big-east,24.2,250.0,0.48,435,194,0.439,191,0.749,143,1107.0,Henry Ellenson,7.8,71.0,84.0,henry-ellenson-1,561,1.4,28,0.239,104,0.288,30,16.5,321,0.534,12.9,78.0,331,0.495,164,26.7
1567,9.8,51,5.7,0.6,6,acc,15.1,136.0,0.541,393,185,0.326,128,0.813,104,1014.0,Malik Beasley,5.0,44.0,75.0,malik-beasley-1,529,1.8,32,0.361,142,0.387,55,10.1,180,0.583,11.5,59.0,251,0.518,130,24.3
